X,Y,ELEVATION
361513.34,2421218.911,47.014
361513.34,2421213.911,48.012
361513.34,2421208.911,48.806
361513.34,2421203.911,49.806
361513.34,2421198.911,50.453
361513.34,2421193.911,51.461
361513.34,2421188.911,52.811
361513.34,2421183.911,54.76
361513.34,2421178.911,56.897
361513.34,2421173.911,58.641
361513.34,2421168.911,60.627
361513.34,2421163.911,62.299
361513.34,2421158.911,64.262
361513.34,2421153.911,66.304
361513.34,2421148.911,68.654
361513.34,2421143.911,71.077
361513.34,2421138.911,73.106
361513.34,2421133.911,74.921
361513.34,2421128.911,76.984
361513.34,2421123.911,78.967
361513.34,2421118.911,81.212
361513.34,2421113.911,83.436
361513.34,2421108.911,85.794
361513.34,2421103.911,88.06
361513.34,2421098.911,90.387
361513.34,2421093.911,91.938
361513.34,2421088.911,92.596
361513.34,2421083.911,93.863
361513.34,2421078.911,95.357
361513.34,2421073.911,97.02
361513.34,2421068.911,97.663
361513.34,2421063.911,97.269
361513.34,2421058.911,95.149
361513.34,2421053.911,92.122
361513.34,2421048.911,89.324
361513.34,2421043.911,86.453
361513.34,2421038.911,83.553
361513.34,2421033.911,81.009
361513.34,2421028.911,78.34
361513.34,2421023.911,75.435
361513.34,2421018.911,72.604
361513.34,2421013.911,69.914
361513.34,2421008.911,67.231
361513.34,2421003.911,61.507
361513.34,2420998.911,58.032
361513.34,2420993.911,54.849
361513.34,2420988.911,54.18
361513.34,2420983.911,53.755
361513.34,2420978.911,49.952
361513.34,2420973.911,47.502
361513.34,2420968.911,44.221
361513.34,2420963.911,43.503
361513.34,2420958.911,42.688
361513.34,2420953.911,40.996
361513.34,2420948.911,38.314
361513.34,2420943.911,37.992
361513.34,2420938.911,37.859
361513.34,2420933.911,38.046
361513.34,2420928.911,36
361518.34,2421308.911,42.561
361518.34,2421303.911,41.063
361518.34,2421298.911,40.958
361518.34,2421293.911,40.903
361518.34,2421288.911,40.916
361518.34,2421283.911,41.034
361518.34,2421278.911,41.167
361518.34,2421273.911,41.282
361518.34,2421268.911,41.458
361518.34,2421263.911,42.136
361518.34,2421258.911,42.691
361518.34,2421253.911,43.55
361518.34,2421248.911,43.713
361518.34,2421243.911,44.313
361518.34,2421238.911,44.218
361518.34,2421233.911,44.965
361518.34,2421228.911,46.33
361518.34,2421223.911,46.692
361518.34,2421218.911,46.934
361518.34,2421213.911,47.345
361518.34,2421208.911,48.616
361518.34,2421203.911,49.469
361518.34,2421198.911,50.137
361518.34,2421193.911,51.291
361518.34,2421188.911,52.917
361518.34,2421183.911,54.684
361518.34,2421178.911,56.37
361518.34,2421173.911,58.089
361518.34,2421168.911,59.781
361518.34,2421163.911,61.535
361518.34,2421158.911,63.202
361518.34,2421153.911,65.477
361518.34,2421148.911,67.681
361518.34,2421143.911,69.799
361518.34,2421138.911,72.172
361518.34,2421133.911,74.186
361518.34,2421128.911,76.225
361518.34,2421123.911,78.414
361518.34,2421118.911,80.646
361518.34,2421113.911,82.957
361518.34,2421108.911,85.39
361518.34,2421103.911,87.755
361518.34,2421098.911,90.346
361518.34,2421093.911,92.036
361518.34,2421088.911,92.575
361518.34,2421083.911,93.837
361518.34,2421078.911,95.372
361518.34,2421073.911,96.682
361518.34,2421068.911,97.112
361518.34,2421063.911,96.316
361518.34,2421058.911,94.177
361518.34,2421053.911,91.35
361518.34,2421048.911,88.432
361518.34,2421043.911,86.036
361518.34,2421038.911,83.124
361518.34,2421033.911,80.404
361518.34,2421028.911,78.263
361518.34,2421023.911,75.689
361518.34,2421018.911,72.968
361518.34,2421013.911,70.754
361518.34,2421008.911,67.501
361518.34,2421003.911,62.4
361518.34,2420998.911,59.192
361518.34,2420993.911,55.218
361518.34,2420988.911,54.348
361518.34,2420983.911,53.69
361518.34,2420978.911,50.011
361518.34,2420973.911,46.857
361518.34,2420968.911,44.154
361518.34,2420963.911,42.795
361518.34,2420958.911,42.349
361518.34,2420953.911,41.062
361518.34,2420948.911,38.599
361518.34,2420943.911,37.974
361518.34,2420938.911,37.745
361518.34,2420933.911,37.806
361518.34,2420928.911,34.849
361523.34,2421308.911,42.235
361523.34,2421303.911,41.2
361523.34,2421298.911,40.973
361523.34,2421293.911,40.96
361523.34,2421288.911,40.916
361523.34,2421283.911,40.918
361523.34,2421278.911,41.032
361523.34,2421273.911,41.232
361523.34,2421268.911,41.551
361523.34,2421263.911,42.071
361523.34,2421258.911,42.69
361523.34,2421253.911,43.421
361523.34,2421248.911,43.576
361523.34,2421243.911,43.735
361523.34,2421238.911,44.33
361523.34,2421233.911,44.721
361523.34,2421228.911,45.083
361523.34,2421223.911,47.042
361523.34,2421218.911,47.227
361523.34,2421213.911,47.523
361523.34,2421208.911,48.027
361523.34,2421203.911,48.725
361523.34,2421198.911,49.856
361523.34,2421193.911,51.138
361523.34,2421188.911,52.458
361523.34,2421183.911,54.085
361523.34,2421178.911,55.273
361523.34,2421173.911,57.245
361523.34,2421168.911,58.873
361523.34,2421163.911,60.53
361523.34,2421158.911,62.433
361523.34,2421153.911,64.396
361523.34,2421148.911,66.781
361523.34,2421143.911,68.914
361523.34,2421138.911,71.644
361523.34,2421133.911,73.326
361523.34,2421128.911,75.597
361523.34,2421123.911,77.942
361523.34,2421118.911,80.313
361523.34,2421113.911,82.478
361523.34,2421108.911,84.858
361523.34,2421103.911,87.401
361523.34,2421098.911,89.977
361523.34,2421093.911,92.068
361523.34,2421088.911,92.517
361523.34,2421083.911,93.853
361523.34,2421078.911,94.469
361523.34,2421073.911,95.086
361523.34,2421068.911,94.826
361523.34,2421063.911,94.644
361523.34,2421058.911,92.779
361523.34,2421053.911,90.475
361523.34,2421048.911,87.78
361523.34,2421043.911,85.345
361523.34,2421038.911,82.544
361523.34,2421033.911,80.122
361523.34,2421028.911,77.769
361523.34,2421023.911,75.071
361523.34,2421018.911,72.727
361523.34,2421013.911,70.334
361523.34,2421008.911,67.562
361523.34,2421003.911,63.013
361523.34,2420998.911,59.838
361523.34,2420993.911,55.189
361523.34,2420988.911,54.611
361523.34,2420983.911,52.742
361523.34,2420978.911,49.713
361523.34,2420973.911,47.094
361523.34,2420968.911,44.28
361523.34,2420963.911,43.031
361523.34,2420958.911,42.115
361523.34,2420953.911,40.4
361523.34,2420948.911,38.008
361523.34,2420943.911,37.732
361523.34,2420938.911,37.64
361523.34,2420933.911,36.934
361523.34,2420928.911,34.044
361528.34,2421308.911,40.913
361528.34,2421303.911,40.924
361528.34,2421298.911,40.911
361528.34,2421293.911,40.941
361528.34,2421288.911,40.903
361528.34,2421283.911,40.895
361528.34,2421278.911,41.041
361528.34,2421273.911,41.065
361528.34,2421268.911,41.521
361528.34,2421263.911,41.845
361528.34,2421258.911,42.68
361528.34,2421253.911,43.275
361528.34,2421248.911,43.337
361528.34,2421243.911,43.55
361528.34,2421238.911,44.048
361528.34,2421233.911,44.507
361528.34,2421228.911,44.752
361528.34,2421223.911,45.809
361528.34,2421218.911,46.056
361528.34,2421213.911,44.769
361528.34,2421208.911,47.26
361528.34,2421203.911,48.637
361528.34,2421198.911,49.394
361528.34,2421193.911,50.591
361528.34,2421188.911,51.977
361528.34,2421183.911,52.809
361528.34,2421178.911,54.319
361528.34,2421173.911,56.152
361528.34,2421168.911,57.952
361528.34,2421163.911,59.751
361528.34,2421158.911,61.924
361528.34,2421153.911,64.117
361528.34,2421148.911,66.223
361528.34,2421143.911,68.825
361528.34,2421138.911,71.448
361528.34,2421133.911,72.93
361528.34,2421128.911,75.075
361528.34,2421123.911,77.578
361528.34,2421118.911,80.024
361528.34,2421113.911,82.351
361528.34,2421108.911,84.463
361528.34,2421103.911,86.72
361528.34,2421098.911,89.288
361528.34,2421093.911,91.295
361528.34,2421088.911,92.504
361528.34,2421083.911,93.121
361528.34,2421078.911,93.603
361528.34,2421073.911,93.691
361528.34,2421068.911,93.239
361528.34,2421063.911,92.845
361528.34,2421058.911,91.439
361528.34,2421053.911,89.123
361528.34,2421048.911,87.01
361528.34,2421043.911,84.789
361528.34,2421038.911,82.035
361528.34,2421033.911,79.495
361528.34,2421028.911,77.18
361528.34,2421023.911,74.777
361528.34,2421018.911,72.325
361528.34,2421013.911,70.113
361528.34,2421008.911,67.292
361528.34,2421003.911,63.054
361528.34,2420998.911,58.986
361528.34,2420993.911,55.263
361528.34,2420988.911,54.739
361528.34,2420983.911,53.928
361528.34,2420978.911,49.63
361528.34,2420973.911,46.971
361528.34,2420968.911,43.903
361528.34,2420963.911,41.612
361528.34,2420958.911,40.305
361528.34,2420953.911,39.428
361528.34,2420948.911,37.858
361528.34,2420943.911,37.569
361528.34,2420938.911,37.743
361528.34,2420933.911,36.474
361528.34,2420928.911,33.386
361533.34,2421313.911,41.13
361533.34,2421308.911,40.906
361533.34,2421303.911,41.1
361533.34,2421298.911,40.981
361533.34,2421293.911,41.023
361533.34,2421288.911,40.92
361533.34,2421283.911,40.907
361533.34,2421278.911,40.916
361533.34,2421273.911,40.935
361533.34,2421268.911,41.382
361533.34,2421263.911,41.503
361533.34,2421258.911,42.307
361533.34,2421253.911,43.468
361533.34,2421248.911,43.277
361533.34,2421243.911,43.214
361533.34,2421238.911,44.057
361533.34,2421233.911,44.345
361533.34,2421228.911,44.784
361533.34,2421223.911,46.271
361533.34,2421218.911,46.822
361533.34,2421213.911,46.46
361533.34,2421208.911,46.295
361533.34,2421203.911,48.942
361533.34,2421198.911,49.529
361533.34,2421193.911,50.157
361533.34,2421188.911,51.225
361533.34,2421183.911,52.282
361533.34,2421178.911,53.884
361533.34,2421173.911,54.702
361533.34,2421168.911,57.069
361533.34,2421163.911,59.308
361533.34,2421158.911,61.379
361533.34,2421153.911,63.34
361533.34,2421148.911,65.541
361533.34,2421143.911,68.231
361533.34,2421138.911,70.618
361533.34,2421133.911,72.359
361533.34,2421128.911,74.526
361533.34,2421123.911,76.93
361533.34,2421118.911,79.367
361533.34,2421113.911,81.701
361533.34,2421108.911,83.732
361533.34,2421103.911,86.071
361533.34,2421098.911,88.411
361533.34,2421093.911,90.489
361533.34,2421088.911,92.181
361533.34,2421083.911,92.214
361533.34,2421078.911,92.45
361533.34,2421073.911,92.334
361533.34,2421068.911,91.955
361533.34,2421063.911,90.848
361533.34,2421058.911,89.529
361533.34,2421053.911,88.096
361533.34,2421048.911,86.134
361533.34,2421043.911,83.864
361533.34,2421038.911,81.439
361533.34,2421033.911,79.061
361533.34,2421028.911,77.14
361533.34,2421023.911,74.62
361533.34,2421018.911,72.142
361533.34,2421013.911,69.619
361533.34,2421008.911,66.852
361533.34,2421003.911,63.366
361533.34,2420998.911,59.025
361533.34,2420993.911,55.491
361533.34,2420988.911,54.862
361533.34,2420983.911,53.829
361533.34,2420978.911,49.661
361533.34,2420973.911,46.501
361533.34,2420968.911,43.684
361533.34,2420963.911,41.432
361533.34,2420958.911,39.321
361533.34,2420953.911,37.919
361533.34,2420948.911,37.836
361533.34,2420943.911,37.495
361533.34,2420938.911,37.619
361533.34,2420933.911,35.404
361533.34,2420928.911,32.304
361538.34,2421313.911,40.92
361538.34,2421308.911,41.006
361538.34,2421303.911,41.218
361538.34,2421298.911,41.052
361538.34,2421293.911,40.975
361538.34,2421288.911,40.867
361538.34,2421283.911,40.933
361538.34,2421278.911,40.97
361538.34,2421273.911,41.038
361538.34,2421268.911,41.229
361538.34,2421263.911,41.247
361538.34,2421258.911,41.819
361538.34,2421253.911,42.899
361538.34,2421248.911,43.167
361538.34,2421243.911,42.996
361538.34,2421238.911,43.739
361538.34,2421233.911,44.241
361538.34,2421228.911,44.739
361538.34,2421223.911,46.527
361538.34,2421218.911,47.121
361538.34,2421213.911,46.987
361538.34,2421208.911,48.432
361538.34,2421203.911,49.096
361538.34,2421198.911,49.873
361538.34,2421193.911,50.461
361538.34,2421188.911,51.441
361538.34,2421183.911,52.265
361538.34,2421178.911,52.974
361538.34,2421173.911,55.317
361538.34,2421168.911,56.405
361538.34,2421163.911,58.884
361538.34,2421158.911,60.771
361538.34,2421153.911,62.901
361538.34,2421148.911,65.031
361538.34,2421143.911,67.349
361538.34,2421138.911,69.577
361538.34,2421133.911,71.803
361538.34,2421128.911,73.773
361538.34,2421123.911,76.108
361538.34,2421118.911,78.538
361538.34,2421113.911,80.842
361538.34,2421108.911,82.806
361538.34,2421103.911,85.109
361538.34,2421098.911,87.353
361538.34,2421093.911,89.611
361538.34,2421088.911,91.218
361538.34,2421083.911,91.907
361538.34,2421078.911,91.699
361538.34,2421073.911,91.508
361538.34,2421068.911,90.662
361538.34,2421063.911,89.868
361538.34,2421058.911,88.804
361538.34,2421053.911,87.071
361538.34,2421048.911,85.269
361538.34,2421043.911,83.444
361538.34,2421038.911,81.4
361538.34,2421033.911,79.074
361538.34,2421028.911,77.053
361538.34,2421023.911,74.656
361538.34,2421018.911,72.018
361538.34,2421013.911,69.413
361538.34,2421008.911,66.925
361538.34,2421003.911,63.634
361538.34,2420998.911,60.061
361538.34,2420993.911,55.913
361538.34,2420988.911,54.941
361538.34,2420983.911,54.389
361538.34,2420978.911,50.688
361538.34,2420973.911,47.258
361538.34,2420968.911,44.242
361538.34,2420963.911,42.132
361538.34,2420958.911,40.19
361538.34,2420953.911,38.159
361538.34,2420948.911,37.715
361538.34,2420943.911,37.643
361538.34,2420938.911,38.229
361538.34,2420933.911,34.48
361538.34,2420928.911,31.767
361543.34,2421313.911,41.168
361543.34,2421308.911,41.067
361543.34,2421303.911,40.934
361543.34,2421298.911,40.92
361543.34,2421293.911,40.906
361543.34,2421288.911,40.901
361543.34,2421283.911,40.885
361543.34,2421278.911,40.888
361543.34,2421273.911,40.903
361543.34,2421268.911,41.158
361543.34,2421263.911,41.264
361543.34,2421258.911,41.508
361543.34,2421253.911,42.669
361543.34,2421248.911,43.199
361543.34,2421243.911,43.029
361543.34,2421238.911,43.548
361543.34,2421233.911,43.926
361543.34,2421228.911,44.317
361543.34,2421223.911,46.491
361543.34,2421218.911,46.007
361543.34,2421213.911,47.174
361543.34,2421208.911,47.917
361543.34,2421203.911,49.046
361543.34,2421198.911,49.909
361543.34,2421193.911,50.986
361543.34,2421188.911,51.963
361543.34,2421183.911,52.541
361543.34,2421178.911,52.871
361543.34,2421173.911,54.745
361543.34,2421168.911,56.134
361543.34,2421163.911,58.192
361543.34,2421158.911,59.897
361543.34,2421153.911,62.224
361543.34,2421148.911,64.359
361543.34,2421143.911,66.512
361543.34,2421138.911,68.89
361543.34,2421133.911,71.215
361543.34,2421128.911,73.004
361543.34,2421123.911,75.278
361543.34,2421118.911,77.709
361543.34,2421113.911,79.95
361543.34,2421108.911,82.137
361543.34,2421103.911,84.291
361543.34,2421098.911,86.455
361543.34,2421093.911,88.619
361543.34,2421088.911,90.352
361543.34,2421083.911,91.364
361543.34,2421078.911,91.137
361543.34,2421073.911,90.592
361543.34,2421068.911,89.933
361543.34,2421063.911,89.084
361543.34,2421058.911,88.028
361543.34,2421053.911,86.584
361543.34,2421048.911,84.944
361543.34,2421043.911,83.335
361543.34,2421038.911,81.474
361543.34,2421033.911,79.515
361543.34,2421028.911,77.355
361543.34,2421023.911,75.079
361543.34,2421018.911,72.638
361543.34,2421013.911,69.464
361543.34,2421008.911,66.812
361543.34,2421003.911,64.221
361543.34,2420998.911,61.062
361543.34,2420993.911,56.725
361543.34,2420988.911,55.198
361543.34,2420983.911,54.954
361543.34,2420978.911,51.773
361543.34,2420973.911,48.417
361543.34,2420968.911,45.796
361543.34,2420963.911,43.254
361543.34,2420958.911,41.085
361543.34,2420953.911,39.535
361543.34,2420948.911,37.75
361543.34,2420943.911,37.477
361543.34,2420938.911,37.37
361543.34,2420933.911,33.64
361543.34,2420928.911,31.987
361548.34,2421313.911,41.494
361548.34,2421308.911,40.916
361548.34,2421303.911,40.96
361548.34,2421298.911,40.903
361548.34,2421293.911,41.011
361548.34,2421288.911,41.021
361548.34,2421283.911,40.887
361548.34,2421278.911,40.886
361548.34,2421273.911,40.882
361548.34,2421268.911,40.959
361548.34,2421263.911,41.026
361548.34,2421258.911,41.466
361548.34,2421253.911,42.106
361548.34,2421248.911,43.172
361548.34,2421243.911,43.135
361548.34,2421238.911,43.463
361548.34,2421233.911,44.251
361548.34,2421228.911,44.879
361548.34,2421223.911,45.302
361548.34,2421218.911,46.191
361548.34,2421213.911,47.308
361548.34,2421208.911,47.858
361548.34,2421203.911,48.137
361548.34,2421198.911,49.273
361548.34,2421193.911,51.118
361548.34,2421188.911,52.394
361548.34,2421183.911,53.016
361548.34,2421178.911,53.669
361548.34,2421173.911,54.382
361548.34,2421168.911,56.021
361548.34,2421163.911,57.543
361548.34,2421158.911,59.437
361548.34,2421153.911,61.37
361548.34,2421148.911,63.503
361548.34,2421143.911,65.545
361548.34,2421138.911,67.793
361548.34,2421133.911,70.193
361548.34,2421128.911,72.523
361548.34,2421123.911,74.395
361548.34,2421118.911,76.852
361548.34,2421113.911,79.143
361548.34,2421108.911,81.261
361548.34,2421103.911,83.405
361548.34,2421098.911,85.366
361548.34,2421093.911,87.374
361548.34,2421088.911,89.358
361548.34,2421083.911,90.746
361548.34,2421078.911,90.911
361548.34,2421073.911,90.349
361548.34,2421068.911,89.71
361548.34,2421063.911,88.635
361548.34,2421058.911,87.558
361548.34,2421053.911,86.21
361548.34,2421048.911,84.733
361548.34,2421043.911,83.483
361548.34,2421038.911,82.022
361548.34,2421033.911,80.274
361548.34,2421028.911,78.611
361548.34,2421023.911,75.812
361548.34,2421018.911,73.188
361548.34,2421013.911,69.949
361548.34,2421008.911,67.245
361548.34,2421003.911,64.443
361548.34,2420998.911,61.594
361548.34,2420993.911,57.967
361548.34,2420988.911,55.377
361548.34,2420983.911,55.477
361548.34,2420978.911,54.207
361548.34,2420973.911,49.491
361548.34,2420968.911,46.827
361548.34,2420963.911,44.52
361548.34,2420958.911,42.15
361548.34,2420953.911,39.913
361548.34,2420948.911,37.674
361548.34,2420943.911,37.617
361548.34,2420938.911,37.774
361548.34,2420933.911,33.451
361548.34,2420928.911,31.835
361553.34,2421313.911,41.409
361553.34,2421308.911,40.924
361553.34,2421303.911,40.888
361553.34,2421298.911,40.915
361553.34,2421293.911,40.928
361553.34,2421288.911,40.894
361553.34,2421283.911,40.886
361553.34,2421278.911,40.881
361553.34,2421273.911,40.873
361553.34,2421268.911,40.883
361553.34,2421263.911,40.88
361553.34,2421258.911,41.281
361553.34,2421253.911,41.908
361553.34,2421248.911,43.153
361553.34,2421243.911,43.07
361553.34,2421238.911,43.512
361553.34,2421233.911,44.593
361553.34,2421228.911,45.096
361553.34,2421223.911,45.818
361553.34,2421218.911,46.406
361553.34,2421213.911,47.003
361553.34,2421208.911,47.734
361553.34,2421203.911,48.096
361553.34,2421198.911,49.231
361553.34,2421193.911,50.881
361553.34,2421188.911,53.141
361553.34,2421183.911,53.761
361553.34,2421178.911,54.243
361553.34,2421173.911,54.973
361553.34,2421168.911,55.856
361553.34,2421163.911,57.001
361553.34,2421158.911,58.916
361553.34,2421153.911,60.685
361553.34,2421148.911,62.665
361553.34,2421143.911,64.747
361553.34,2421138.911,66.957
361553.34,2421133.911,69.267
361553.34,2421128.911,71.884
361553.34,2421123.911,73.908
361553.34,2421118.911,76.033
361553.34,2421113.911,78.411
361553.34,2421108.911,80.484
361553.34,2421103.911,82.581
361553.34,2421098.911,84.459
361553.34,2421093.911,86.248
361553.34,2421088.911,88.016
361553.34,2421083.911,89.656
361553.34,2421078.911,90.709
361553.34,2421073.911,90.398
361553.34,2421068.911,89.671
361553.34,2421063.911,88.608
361553.34,2421058.911,87.694
361553.34,2421053.911,86.363
361553.34,2421048.911,85.15
361553.34,2421043.911,83.77
361553.34,2421038.911,82.652
361553.34,2421033.911,81.269
361553.34,2421028.911,79.175
361553.34,2421023.911,76.444
361553.34,2421018.911,74.123
361553.34,2421013.911,70.686
361553.34,2421008.911,67.962
361553.34,2421003.911,63.69
361553.34,2420998.911,60.928
361553.34,2420993.911,58.432
361553.34,2420988.911,56.069
361553.34,2420983.911,55.628
361553.34,2420978.911,54.47
361553.34,2420973.911,50.489
361553.34,2420968.911,48.057
361553.34,2420963.911,45.545
361553.34,2420958.911,43.14
361553.34,2420953.911,41.557
361553.34,2420948.911,37.52
361553.34,2420943.911,37.545
361553.34,2420938.911,36.951
361553.34,2420933.911,32.922
361553.34,2420928.911,31.827
361558.34,2421318.911,41.717
361558.34,2421313.911,41.293
361558.34,2421308.911,40.915
361558.34,2421303.911,40.889
361558.34,2421298.911,40.951
361558.34,2421293.911,40.952
361558.34,2421288.911,40.916
361558.34,2421283.911,40.906
361558.34,2421278.911,40.883
361558.34,2421273.911,40.886
361558.34,2421268.911,40.881
361558.34,2421263.911,40.88
361558.34,2421258.911,41.375
361558.34,2421253.911,42.248
361558.34,2421248.911,43.054
361558.34,2421243.911,43.019
361558.34,2421238.911,43.493
361558.34,2421233.911,44.698
361558.34,2421228.911,45.089
361558.34,2421223.911,45.603
361558.34,2421218.911,46.254
361558.34,2421213.911,46.701
361558.34,2421208.911,46.485
361558.34,2421203.911,48.468
361558.34,2421198.911,49.479
361558.34,2421193.911,50.898
361558.34,2421188.911,53.671
361558.34,2421183.911,54.178
361558.34,2421178.911,54.859
361558.34,2421173.911,55.518
361558.34,2421168.911,56.896
361558.34,2421163.911,56.955
361558.34,2421158.911,58.691
361558.34,2421153.911,60.238
361558.34,2421148.911,62.092
361558.34,2421143.911,64.112
361558.34,2421138.911,66.276
361558.34,2421133.911,68.462
361558.34,2421128.911,71.068
361558.34,2421123.911,73.22
361558.34,2421118.911,75.365
361558.34,2421113.911,77.587
361558.34,2421108.911,79.918
361558.34,2421103.911,81.856
361558.34,2421098.911,83.562
361558.34,2421093.911,85.129
361558.34,2421088.911,86.967
361558.34,2421083.911,88.553
361558.34,2421078.911,89.676
361558.34,2421073.911,90.432
361558.34,2421068.911,90.208
361558.34,2421063.911,89.046
361558.34,2421058.911,87.827
361558.34,2421053.911,86.802
361558.34,2421048.911,85.496
361558.34,2421043.911,84.255
361558.34,2421038.911,83.102
361558.34,2421033.911,81.705
361558.34,2421028.911,79.567
361558.34,2421023.911,77.376
361558.34,2421018.911,74.873
361558.34,2421013.911,71.872
361558.34,2421008.911,68.453
361558.34,2421003.911,65.615
361558.34,2420998.911,62.269
361558.34,2420993.911,59.159
361558.34,2420988.911,55.862
361558.34,2420983.911,55.865
361558.34,2420978.911,55.318
361558.34,2420973.911,51.387
361558.34,2420968.911,48.591
361558.34,2420963.911,46.142
361558.34,2420958.911,43.968
361558.34,2420953.911,42.12
361558.34,2420948.911,38.067
361558.34,2420943.911,37.517
361558.34,2420938.911,36.354
361558.34,2420933.911,32.582
361558.34,2420928.911,31.905
361563.34,2421318.911,41.067
361563.34,2421313.911,41.209
361563.34,2421308.911,40.94
361563.34,2421303.911,40.994
361563.34,2421298.911,41.243
361563.34,2421293.911,41.145
361563.34,2421288.911,40.894
361563.34,2421283.911,40.919
361563.34,2421278.911,40.872
361563.34,2421273.911,40.875
361563.34,2421268.911,40.874
361563.34,2421263.911,40.873
361563.34,2421258.911,41.293
361563.34,2421253.911,41.72
361563.34,2421248.911,43.041
361563.34,2421243.911,43.094
361563.34,2421238.911,43.856
361563.34,2421233.911,44.488
361563.34,2421228.911,44.705
361563.34,2421223.911,45.132
361563.34,2421218.911,45.815
361563.34,2421213.911,45.984
361563.34,2421208.911,47.723
361563.34,2421203.911,48.675
361563.34,2421198.911,49.939
361563.34,2421193.911,51.352
361563.34,2421188.911,53.026
361563.34,2421183.911,54.903
361563.34,2421178.911,55.359
361563.34,2421173.911,55.938
361563.34,2421168.911,57.467
361563.34,2421163.911,58.677
361563.34,2421158.911,58.702
361563.34,2421153.911,60.365
361563.34,2421148.911,61.909
361563.34,2421143.911,63.647
361563.34,2421138.911,65.749
361563.34,2421133.911,67.698
361563.34,2421128.911,70.204
361563.34,2421123.911,72.326
361563.34,2421118.911,74.509
361563.34,2421113.911,76.821
361563.34,2421108.911,79.095
361563.34,2421103.911,81.13
361563.34,2421098.911,82.722
361563.34,2421093.911,84.07
361563.34,2421088.911,85.555
361563.34,2421083.911,87.458
361563.34,2421078.911,89.242
361563.34,2421073.911,90.111
361563.34,2421068.911,90.13
361563.34,2421063.911,89.338
361563.34,2421058.911,88.11
361563.34,2421053.911,87.198
361563.34,2421048.911,86.093
361563.34,2421043.911,84.968
361563.34,2421038.911,83.666
361563.34,2421033.911,82.075
361563.34,2421028.911,80.143
361563.34,2421023.911,78.045
361563.34,2421018.911,75.872
361563.34,2421013.911,72.849
361563.34,2421008.911,69.398
361563.34,2421003.911,66.638
361563.34,2420998.911,64.023
361563.34,2420993.911,60.255
361563.34,2420988.911,56.076
361563.34,2420983.911,55.894
361563.34,2420978.911,55.409
361563.34,2420973.911,52.003
361563.34,2420968.911,49.361
361563.34,2420963.911,46.962
361563.34,2420958.911,44.399
361563.34,2420953.911,42.028
361563.34,2420948.911,38.347
361563.34,2420943.911,37.607
361563.34,2420938.911,35.567
361563.34,2420933.911,31.844
361563.34,2420928.911,31.144
361568.34,2421318.911,40.974
361568.34,2421313.911,41.032
361568.34,2421308.911,40.916
361568.34,2421303.911,41.092
361568.34,2421298.911,41.436
361568.34,2421293.911,41.129
361568.34,2421288.911,40.886
361568.34,2421283.911,40.963
361568.34,2421278.911,40.914
361568.34,2421273.911,40.872
361568.34,2421268.911,40.876
361568.34,2421263.911,41.002
361568.34,2421258.911,40.867
361568.34,2421253.911,41.586
361568.34,2421248.911,43.028
361568.34,2421243.911,43.082
361568.34,2421238.911,43.596
361568.34,2421233.911,44.282
361568.34,2421228.911,44.547
361568.34,2421223.911,45.164
361568.34,2421218.911,45.466
361568.34,2421213.911,46.531
361568.34,2421208.911,47.582
361568.34,2421203.911,48.724
361568.34,2421198.911,50.103
361568.34,2421193.911,51.675
361568.34,2421188.911,53.362
361568.34,2421183.911,55.187
361568.34,2421178.911,55.71
361568.34,2421173.911,56.536
361568.34,2421168.911,57.822
361568.34,2421163.911,59.35
361568.34,2421158.911,60.116
361568.34,2421153.911,60.64
361568.34,2421148.911,61.317
361568.34,2421143.911,63.3
361568.34,2421138.911,65.074
361568.34,2421133.911,67.153
361568.34,2421128.911,69.348
361568.34,2421123.911,71.402
361568.34,2421118.911,73.758
361568.34,2421113.911,75.915
361568.34,2421108.911,78.46
361568.34,2421103.911,80.294
361568.34,2421098.911,81.76
361568.34,2421093.911,83.157
361568.34,2421088.911,84.811
361568.34,2421083.911,86.676
361568.34,2421078.911,88.555
361568.34,2421073.911,89.678
361568.34,2421068.911,89.894
361568.34,2421063.911,89.444
361568.34,2421058.911,88.696
361568.34,2421053.911,87.838
361568.34,2421048.911,86.811
361568.34,2421043.911,85.439
361568.34,2421038.911,83.837
361568.34,2421033.911,82.477
361568.34,2421028.911,80.865
361568.34,2421023.911,79.234
361568.34,2421018.911,76.884
361568.34,2421013.911,73.906
361568.34,2421008.911,70.657
361568.34,2421003.911,67.751
361568.34,2420998.911,64.919
361568.34,2420993.911,61.937
361568.34,2420988.911,57.596
361568.34,2420983.911,55.638
361568.34,2420978.911,55.239
361568.34,2420973.911,53.735
361568.34,2420968.911,49.897
361568.34,2420963.911,47.148
361568.34,2420958.911,44.927
361568.34,2420953.911,42.77
361568.34,2420948.911,38.425
361568.34,2420943.911,38.33
361568.34,2420938.911,35.126
361568.34,2420933.911,31.385
361573.34,2421318.911,40.975
361573.34,2421313.911,40.902
361573.34,2421308.911,40.905
361573.34,2421303.911,40.952
361573.34,2421298.911,40.983
361573.34,2421293.911,40.985
361573.34,2421288.911,41.042
361573.34,2421283.911,40.978
361573.34,2421278.911,40.936
361573.34,2421273.911,40.865
361573.34,2421268.911,40.869
361573.34,2421263.911,40.874
361573.34,2421258.911,41.252
361573.34,2421253.911,41.032
361573.34,2421248.911,43.018
361573.34,2421243.911,43.058
